Fecha (GMT);Nivel medio (cm);Pleamar Max. (cm);Baja Mar Min. (cm);Carrera Max. (cm)
2020 12 05;60.8;73.1;51.2;21.9
2020 12 06;53.1;64;44.7;19.3
2020 12 07;56.3;68.6;45.7;22.9
2020 12 08;53.6;67.9;37.6;30.3
2020 12 09;44.3;50;34.7;15.3
2020 12 10;47.9;55.9;39.6;16.3
2020 12 11;50.6;60.3;39.2;21.1
2020 12 12;44.5;56.1;30.2;25.9
2020 12 13;41.6;50.6;29.2;21.4
2020 12 14;49.5;60.4;35.6;24.8
2020 12 15;51.7;67.2;39.6;27.6
2020 12 16;50.7;63.9;38.5;25.4
2020 12 17;49.3;62.7;39.4;23.3
2020 12 18;47.7;60.5;37.6;22.9
2020 12 19;46.2;58.9;38.4;20.5
2020 12 20;38.8;51;29.4;21.6
2020 12 21;33.8;44.9;25.9;19
2020 12 22;33.8;42.8;28.1;14.7
2020 12 23;34.8;42.6;30.1;12.5
2020 12 24;32.2;36.6;23.4;13.2
2020 12 25;27.9;33.9;18.3;15.6
2020 12 26;24.3;29.6;15.8;13.8
2020 12 27;34.4;42.2;19.5;22.7
2020 12 28;44.5;56.5;30.1;26.4
2020 12 29;41.2;49.5;29.8;19.7
2020 12 30;36.6;49.7;22.1;27.6
2020 12 31;-9999.9;47.1;20.9;26.2
2021 01 01;44.8;56.5;30.5;26
2021 01 02;43.1;53.7;33.5;20.2
2021 01 03;42.3;54.9;33.3;21.6
2021 01 04;42.6;53;32.2;20.8
2021 01 05;41.9;52.5;34.4;18.1
2021 01 06;40.1;51.8;31.1;20.7
2021 01 07;39;49.3;32.6;16.7
2021 01 08;42;50.2;32.5;17.7
2021 01 09;54.6;66.9;38.6;28.3
2021 01 10;55.6;67.6;38.8;28.8
2021 01 11;45.1;55.6;30.3;25.3
2021 01 12;34.1;49.6;16.5;33.1
2021 01 13;25.9;38.8;14.6;24.2
2021 01 14;26.7;40.6;13.4;27.2
2021 01 15;26.8;41.9;15.4;26.5
2021 01 16;24.4;36.9;12.7;24.2
2021 01 17;23.4;35.4;13.7;21.7
2021 01 18;26.3;34.7;14.4;20.3
2021 01 19;31.9;39;22;17
2021 01 20;39;49.7;30.6;19.1
2021 01 21;41.4;45.6;35.2;10.4
2021 01 22;38.4;54.6;27.8;26.8
2021 01 23;33.2;38.7;25.6;13.1
2021 01 24;35.1;43.2;23.2;20
2021 01 25;35;44.1;25.4;18.7
2021 01 26;30.5;41.7;15.3;26.4
2021 01 27;30.3;41.7;15.3;26.4
2021 01 28;32.7;44;22.4;21.6
2021 01 29;32.9;44.4;22.4;22
2021 01 30;36.3;49.8;23.2;26.6
2021 01 31;38;50.6;26.6;24
2021 02 01;37.6;49.4;27.8;21.6
2021 02 02;37.9;47.2;27.5;19.7
2021 02 03;40.5;48.9;34.8;14.1
2021 02 04;41.9;51.6;35.5;16.1
2021 02 05;48.1;55.5;39.1;16.4
2021 02 06;54.3;65.4;43.9;21.5
2021 02 07;-9999.9;-9999.9;-9999.9;-9999.9
2021 02 08;-9999.9;56.2;42.5;13.7
2021 02 09;53.4;64.4;41.8;22.6
2021 02 10;49.1;70.1;33.4;36.7
2021 02 11;41.3;50.9;30.9;20
2021 02 12;44.8;61.2;34.7;26.5
2021 02 13;37.1;51.3;23.2;28.1
2021 02 14;28.5;40.1;20.4;19.7
2021 02 15;-9999.9;-9999.9;-9999.9;-9999.9
2021 02 16;-9999.9;-9999.9;-9999.9;-9999.9
2021 02 17;28.1;34.8;20.2;14.6
2021 02 18;32.7;39.1;27;12.1
2021 02 19;34.9;39;30.6;8.4
2021 02 20;34.2;38.3;28.7;9.6
2021 02 21;44.4;56.7;34;22.7
2021 02 22;45.6;62.6;30.1;32.5
2021 02 23;31.2;41.1;20.8;20.3
2021 02 24;27;36.5;19.1;17.4
2021 02 25;25.8;36.8;15.2;21.6
2021 02 26;22;33;10.8;22.2
2021 02 27;21.2;33;10.2;22.8
2021 02 28;22.8;35.3;12.9;22.4
2021 03 01;22.6;33.3;14;19.3
2021 03 02;21;32.1;11.4;20.7
2021 03 03;18.4;25.7;11.1;14.6
2021 03 04;19.6;26.6;13.5;13.1
2021 03 05;21.6;27.3;16.5;10.8
2021 03 06;20.9;26.4;14.8;11.6
2021 03 07;25.2;28.7;21.6;7.1
2021 03 08;27.2;36.1;18.2;17.9
2021 03 09;23.8;32.2;16.8;15.4
2021 03 10;22;32.7;13.4;19.3
2021 03 11;24;34.3;13.8;20.5
2021 03 12;24.9;36.2;16.1;20.1
2021 03 13;22.5;34.2;13.3;20.9
2021 03 14;17.7;29.8;7.4;22.4
2021 03 15;10.3;19.8;3.9;15.9
2021 03 16;11.2;21.2;1.5;19.7
2021 03 17;17.6;28.2;8.9;19.3
2021 03 18;23.8;32.5;16;16.5
2021 03 19;32.2;42.2;25.5;16.7
2021 03 20;34;40.7;27.2;13.5
2021 03 21;28.7;36.3;22;14.3
2021 03 22;27.7;32.8;23.6;9.2
2021 03 23;27.5;36;19;17
2021 03 24;29.5;37.5;24.5;13
2021 03 25;30.9;41;21.3;19.7
2021 03 26;29.9;40.5;21.7;18.8
2021 03 27;24.7;35.7;14.1;21.6
2021 03 28;17.7;29.3;8;21.3
2021 03 29;13.4;24.8;6;18.8
2021 03 30;12.3;22.6;4.1;18.5
2021 03 31;14.8;26.4;6.6;19.8
2021 04 01;20.8;33.6;12.8;20.8
2021 04 02;28;38.9;21.8;17.1
2021 04 03;30.3;38.9;25.4;13.5
2021 04 04;28.3;38.2;21;17.2
2021 04 05;29.3;36.5;25.2;11.3
2021 04 06;28.7;38.5;21.6;16.9
2021 04 07;25.8;39.8;19;20.8
2021 04 08;27.9;35.4;20.1;15.3
2021 04 09;31.5;41.8;24.9;16.9
2021 04 10;32.8;43.1;24.7;18.4
2021 04 11;-9999.9;42.5;26.1;16.4
2021 04 12;-9999.9;-9999.9;-9999.9;-9999.9
2021 04 13;-9999.9;33.3;16.5;16.8
2021 04 14;29;38.3;23;15.3
2021 04 15;29.8;38.4;22.8;15.6
2021 04 16;31.8;39.4;28.1;11.3
2021 04 17;32;40.8;25.7;15.1
2021 04 18;34.1;42.7;29.7;13
2021 04 19;36.7;45.6;30.7;14.9
2021 04 20;41.8;49;37.9;11.1
2021 04 21;43.5;51.6;37.2;14.4
2021 04 22;39.6;51;32;19
2021 04 23;32.1;44.1;23.1;21
2021 04 24;28;36.9;20.7;16.2
2021 04 25;32.5;41.4;20.3;21.1
2021 04 26;41.1;54.1;27.1;27
2021 04 27;43.2;53.1;31.7;21.4
2021 04 28;44.9;58.8;35.4;23.4
2021 04 29;47.2;60.5;37.3;23.2
2021 04 30;47.8;63.1;34.5;28.6
2021 05 01;45.1;58.5;35.8;22.7
2021 05 02;37.6;51.3;27.6;23.7
2021 05 03;35.3;46.9;26.3;20.6
2021 05 04;32.3;45.4;25;20.4
2021 05 05;30.1;33.4;22.6;10.8
2021 05 06;32.4;39.9;25.5;14.4
2021 05 07;-9999.9;-9999.9;-9999.9;-9999.9
2021 05 08;-9999.9;-9999.9;-9999.9;-9999.9
2021 05 09;-9999.9;-9999.9;-9999.9;-9999.9
2021 05 10;-9999.9;-9999.9;-9999.9;-9999.9
2021 05 11;-9999.9;-9999.9;-9999.9;-9999.9
2021 05 12;-9999.9;42.5;21.2;21.3
2021 05 13;31.6;43;23.1;19.9
2021 05 14;31;41.2;23.2;18
2021 05 15;29.7;42;18.6;23.4
2021 05 16;30.7;40.9;22.9;18
2021 05 17;25.6;35.9;16.1;19.8
2021 05 18;25.6;38.4;18;20.4
2021 05 19;22.8;36.5;15;21.5
2021 05 20;18.7;28.1;11.1;17
2021 05 21;26.8;34.3;21.1;13.2
2021 05 22;28.9;39;20.2;18.8
2021 05 23;25.2;34.7;11.4;23.3
2021 05 24;24.9;39.9;14.7;25.2
2021 05 25;18.2;25.8;6.2;19.6
2021 05 26;19;33.6;9.3;24.3
2021 05 27;21.8;35.3;11.8;23.5
2021 05 28;22.1;36.5;10.7;25.8
2021 05 29;22.9;37.1;12.6;24.5
2021 05 30;26.1;41.3;16.3;25
2021 05 31;30.8;46;21.1;24.9
2021 06 01;35;47.8;23.9;23.9
2021 06 02;37.2;51.1;30.8;20.3
2021 06 03;36.3;46.9;29.9;17
2021 06 04;35.8;45.2;28.3;16.9
2021 06 05;32.7;41.1;22.1;19
2021 06 06;31.5;40;24.6;15.4
2021 06 07;29;35.7;21.8;13.9
2021 06 08;28;37.1;20.4;16.7
2021 06 09;28.9;38.1;21.6;16.5
2021 06 10;31.3;42.6;22.2;20.4
2021 06 11;34.6;46.3;25.5;20.8
2021 06 12;35.5;47.7;25.6;22.1
2021 06 13;36.2;49.3;26.9;22.4
2021 06 14;37.7;48.8;29.2;19.6
2021 06 15;38.5;50;30.4;19.6
2021 06 16;43.2;59.7;33.1;26.6
2021 06 17;50.5;61.6;41.1;20.5
2021 06 18;47.5;61.1;38;23.1
2021 06 19;44.1;55.5;31.5;24
2021 06 20;45.8;58.1;35.5;22.6
2021 06 21;44.7;53.3;34;19.3
2021 06 22;41.2;48.8;30.3;18.5
2021 06 23;38.8;52.5;26.4;26.1
2021 06 24;35.2;46.6;24.2;22.4
2021 06 25;32.7;47.9;21.8;26.1
2021 06 26;34.6;50.5;23.2;27.3
2021 06 27;37.4;52.3;27.5;24.8
2021 06 28;38.1;50.5;28.6;21.9
2021 06 29;35.9;46.8;27.6;19.2
2021 06 30;33.7;44.8;26.9;17.9
2021 07 01;31.7;42.9;26.6;16.3
2021 07 02;30.2;38.3;25.5;12.8
2021 07 03;30.9;37.3;26;11.3
2021 07 04;31.6;36.1;26.2;9.9
2021 07 05;34.2;39.7;24.4;15.3
2021 07 06;38;45.3;32.2;13.1
2021 07 07;-9999.9;-9999.9;-9999.9;-9999.9
2021 07 08;-9999.9;42.5;19.9;22.6
2021 07 09;30.1;39.7;20.5;19.2
2021 07 10;-9999.9;37.4;21.3;16.1
2021 07 11;-9999.9;-9999.9;-9999.9;-9999.9
2021 07 12;-9999.9;51.5;25.8;25.7
2021 07 13;35.8;46.4;25.9;20.5
2021 07 14;35.4;48.6;27.2;21.4
2021 07 15;34.8;44.3;28.3;16
2021 07 16;31.4;40.8;25.5;15.3
2021 07 17;31.4;38.6;24;14.6
2021 07 18;35.1;40.4;27.7;12.7
2021 07 19;40.6;47;33.3;13.7
2021 07 20;43.5;51.5;36.8;14.7
2021 07 21;41.6;49.1;33.4;15.7
2021 07 22;40.1;50.8;30.4;20.4
2021 07 23;-9999.9;-9999.9;-9999.9;-9999.9
2021 07 24;-9999.9;-9999.9;-9999.9;-9999.9
2021 07 25;-9999.9;-9999.9;-9999.9;-9999.9
2021 07 26;-9999.9;61.6;35.6;26
2021 07 27;45.1;58.3;35.2;23.1
2021 07 28;42.6;53;35.3;17.7
2021 07 29;43.2;54.4;37.4;17
2021 07 30;46.2;53.8;39.9;13.9
2021 07 31;47.5;55.4;38.1;17.3
2021 08 01;47.1;54.5;37.4;17.1
2021 08 02;46.2;53.1;39.4;13.7
2021 08 03;45.6;50.8;38.1;12.7
2021 08 04;44.9;54.7;37.6;17.1
2021 08 05;44.1;55.6;33.4;22.2
2021 08 06;48.2;60;38.4;21.6
2021 08 07;52.1;62.9;45.8;17.1
2021 08 08;48.9;60.3;38.2;22.1
2021 08 09;48.2;63.7;33.2;30.5
2021 08 10;45;61.4;26.9;34.5
2021 08 11;41.7;53.9;29.7;24.2
2021 08 12;42.7;55.2;33.6;21.6
2021 08 13;41.6;50.2;35;15.2
2021 08 14;41.2;51.8;34.4;17.4
2021 08 15;41.4;48.5;31.3;17.2
2021 08 16;39;49.7;30;19.7
2021 08 17;35.5;44.8;25.2;19.6
2021 08 18;36.6;47.1;27.7;19.4
2021 08 19;38.9;53.1;29.8;23.3
2021 08 20;40.3;53.2;31.5;21.7
2021 08 21;40.2;52;31.8;20.2
2021 08 22;38.5;52.2;28.7;23.5
2021 08 23;38.2;52.9;28.9;24
2021 08 24;39.9;55.9;29.5;26.4
2021 08 25;40.8;51;32.4;18.6
2021 08 26;39.5;47.9;32.8;15.1
2021 08 27;41.7;50.6;33.8;16.8
2021 08 28;44.7;50.9;38.7;12.2
2021 08 29;45.2;50.6;39.6;11
2021 08 30;47.1;54.2;40.4;13.8
2021 08 31;47;52.2;41;11.2
2021 09 01;47.4;57.2;37.9;19.3
2021 09 02;50.4;61.7;37.6;24.1
2021 09 03;50.1;58.4;42.7;15.7
2021 09 04;45.5;56.4;37.1;19.3
2021 09 05;40.8;51.1;32.8;18.3
2021 09 06;37.2;47.4;28.6;18.8
2021 09 07;38.2;51;29.6;21.4
2021 09 08;43.7;55.2;35.1;20.1
2021 09 09;47.9;58.3;40.5;17.8
2021 09 10;47.6;55.7;41.1;14.6
2021 09 11;44.7;51.2;37.4;13.8
2021 09 12;44.6;52.2;37.7;14.5
2021 09 13;44.3;52;36.4;15.6
2021 09 14;46.7;57.3;36.8;20.5
2021 09 15;50.1;63;40.3;22.7
2021 09 16;48.5;60.1;38.2;21.9
2021 09 17;48.7;62;39.8;22.2
2021 09 18;47.9;59.5;39.5;20
2021 09 19;42.3;54.3;33.7;20.6
2021 09 20;41;53.6;33.3;20.3
2021 09 21;41.3;51.7;33.6;18.1
2021 09 22;43.7;58.7;34.2;24.5
2021 09 23;47.9;56.6;39.8;16.8
2021 09 24;50.5;59.8;41.7;18.1
2021 09 25;50.5;63.7;40.2;23.5
2021 09 26;45;52.9;38.3;14.6
2021 09 27;38.5;45.8;31.9;13.9
2021 09 28;37.1;43.1;28.6;14.5
2021 09 29;34.3;40.2;29.1;11.1
2021 09 30;33.2;42.2;24.4;17.8
2021 10 01;38.2;48.4;32.9;15.5
2021 10 02;41.5;50;33.9;16.1
2021 10 03;45.3;56.3;38.3;18
2021 10 04;41.9;50.8;33.4;17.4
2021 10 05;39.9;50.7;31;19.7
2021 10 06;33.6;42.9;22.4;20.5
2021 10 07;28.5;39;19.4;19.6
2021 10 08;34.5;42.6;25.4;17.2
2021 10 09;38.3;46.7;29.3;17.4
2021 10 10;39.1;47.5;31;16.5
2021 10 11;40.1;49.6;32.7;16.9
2021 10 12;41.3;49.8;32.8;17
2021 10 13;42.7;52.1;36;16.1
2021 10 14;43.2;51.6;34.8;16.8
2021 10 15;43.8;52.6;38.1;14.5
2021 10 16;45.5;56.9;39.4;17.5
2021 10 17;46.8;56.8;40.5;16.3
2021 10 18;44.7;52.9;37.1;15.8
2021 10 19;41.4;49.5;35.9;13.6
2021 10 20;41.1;48.6;34.1;14.5
2021 10 21;39.9;47.5;33.9;13.6
2021 10 22;37.6;43.7;30.7;13
2021 10 23;38.9;48.7;31.4;17.3
2021 10 24;38.5;46.8;30.2;16.6
2021 10 25;39;47.7;30.5;17.2
2021 10 26;37.8;44.9;31.4;13.5
2021 10 27;41.3;48.9;31.5;17.4
2021 10 28;47.2;54.3;40;14.3
2021 10 29;50.2;57.8;44.8;13
2021 10 30;52.8;62.8;47;15.8
2021 10 31;53.5;63.7;46;17.7
2021 11 01;51.4;59.8;43.9;15.9
2021 11 02;55.2;68.6;42.1;26.5
2021 11 03;59.2;68.5;47.1;21.4
2021 11 04;50.9;59.9;39;20.9
2021 11 05;44.9;55.3;34.2;21.1
2021 11 06;44.4;53;32.9;20.1
2021 11 07;49.2;61.1;38;23.1
2021 11 08;50.5;63.6;39.4;24.2
2021 11 09;51.8;62.4;39;23.4
2021 11 10;56.8;69.8;46.6;23.2
2021 11 11;56;66.4;48.8;17.6
2021 11 12;53;64.1;45.3;18.8
2021 11 13;47.1;55.8;38.8;17
2021 11 14;44.1;53.5;38.5;15
2021 11 15;43.9;53.7;37.6;16.1
2021 11 16;44.3;52.5;37.1;15.4
2021 11 17;43;50.7;33;17.7
2021 11 18;37.6;46.1;27.7;18.4
2021 11 19;32.2;42.3;22.6;19.7
2021 11 20;30.1;38.1;21.8;16.3
2021 11 21;36.9;45.5;23.6;21.9
2021 11 22;44.2;53.2;32.6;20.6
2021 11 23;51.5;66;37.4;28.6
2021 11 24;57.6;67.3;42.6;24.7
2021 11 25;58.8;70.6;50.5;20.1
2021 11 26;58.1;67.1;48.3;18.8
2021 11 27;58.9;71.2;48.8;22.4
2021 11 28;49.3;58.6;34.6;24
2021 11 29;37.2;48.1;21.4;26.7
2021 11 30;35.6;48.6;23.5;25.1
2021 12 01;42.9;52.1;33;19.1
2021 12 02;44.5;53;30.9;22.1
2021 12 03;38.5;48.5;26.3;22.2
2021 12 04;38.4;47.2;26;21.2
2021 12 05;37.1;51.8;27.4;24.4
2021 12 06;30.4;45.4;17.3;28.1
2021 12 07;34.4;43.6;15.6;28
2021 12 08;41.9;60.6;28.7;31.9
2021 12 09;37.6;47.3;24.9;22.4
2021 12 10;37.5;51.5;29.5;22
2021 12 11;28.7;39.3;18.3;21
2021 12 12;31.1;44.1;20.7;23.4
2021 12 13;35.4;43.2;27.5;15.7
2021 12 14;33.2;38;26.4;11.6
2021 12 15;34.7;42;27.6;14.4
2021 12 16;34.5;41.3;26.5;14.8
2021 12 17;32;40.3;22;18.3
2021 12 18;28.5;37.9;18;19.9
2021 12 19;28.1;37.3;17.9;19.4
2021 12 20;31.7;42.1;20.5;21.6
2021 12 21;36.5;48.6;23.6;25
2021 12 22;39.1;51.5;28.1;23.4
2021 12 23;39.7;51.7;29.5;22.2
2021 12 24;44.2;55.1;31.4;23.7
2021 12 25;49.1;61.2;41.1;20.1
2021 12 26;48.4;57.3;39.1;18.2
2021 12 27;45.9;56.7;36.8;19.9
2021 12 28;38.1;44.4;27.2;17.2
2021 12 29;33.5;39.4;22.5;16.9
2021 12 30;33.9;40.2;24.9;15.3
2021 12 31;-9999.9;43.4;23.7;19.7
2022 01 01;33.8;45;21.2;23.8
2022 01 02;33.6;45.2;21.2;24
2022 01 03;35.3;47.5;21.5;26
2022 01 04;42.6;55.7;26.3;29.4
2022 01 05;40.8;56.8;26.7;30.1
2022 01 06;35.2;50.8;23.4;27.4
2022 01 07;31.9;47.1;22.5;24.6
2022 01 08;27.2;36.8;18;18.8
2022 01 09;28.7;39.7;20.8;18.9
2022 01 10;29;37;20.8;16.2
2022 01 11;28.9;35.5;23.3;12.2
2022 01 12;30.9;35.5;24.7;10.8
2022 01 13;31.9;37.9;24;13.9
2022 01 14;27.8;35.3;16.4;18.9
2022 01 15;24.9;32.5;14.6;17.9
2022 01 16;24.2;37.6;11.8;25.8
2022 01 17;20.7;32.3;7.1;25.2
2022 01 18;19.8;33;7.5;25.5
2022 01 19;20.6;32;8.1;23.9
2022 01 20;22.9;35.1;11.5;23.6
2022 01 21;21.9;35.3;13.9;21.4
2022 01 22;18.3;28.2;8.8;19.4
2022 01 23;20.6;30.7;11.3;19.4
2022 01 24;21.6;29.3;15.1;14.2
2022 01 25;19.7;27.6;13.3;14.3
2022 01 26;17.6;22.8;10.6;12.2
2022 01 27;17.2;22;8.1;13.9
2022 01 28;13.1;20.7;1;19.7
2022 01 29;9.8;18.5;-0.6;19.1
2022 01 30;12.5;20.2;1.3;18.9
2022 01 31;13.4;27.2;-0.6;27.8
2022 02 01;9.8;21.7;-2;23.7
2022 02 02;16.5;29.1;0.8;28.3
2022 02 03;27.4;40.9;12.7;28.2
2022 02 04;31.1;45.1;20.4;24.7
2022 02 05;27;37.3;21.1;16.2
2022 02 06;22.4;32.8;16.7;16.1
2022 02 07;16.3;23.7;9;14.7
2022 02 08;14.6;21.5;10.3;11.2
2022 02 09;16.4;19.3;11.6;7.7
2022 02 10;18.4;22.2;13.5;8.7
2022 02 11;19.8;25.2;13.6;11.6
2022 02 12;21.9;28.9;14.6;14.3
2022 02 13;26.8;33.4;17.8;15.6
2022 02 14;28.4;41.9;15.7;26.2
2022 02 15;21.8;31.6;9.3;22.3
2022 02 16;19.1;29.1;9.2;19.9
2022 02 17;20.7;32.8;9.1;23.7
2022 02 18;25.8;36.6;11.3;25.3
2022 02 19;26.2;38.2;18.6;19.6
2022 02 20;20.8;30;13.6;16.4
2022 02 21;16.7;27;9.8;17.2
2022 02 22;11.9;17.7;3.4;14.3
2022 02 23;19.2;30.5;12.3;18.2
2022 02 24;26.5;32.5;18.8;13.7
2022 02 25;23.7;31.7;13.4;18.3
2022 02 26;21.9;30.5;13.4;17.1
2022 02 27;23.5;36.3;11.7;24.6
2022 02 28;20.3;32.8;9.1;23.7
2022 03 01;17.4;31.7;5.2;26.5
2022 03 02;17.7;32.3;5.5;26.8
2022 03 03;22.9;34.1;7.9;26.2
2022 03 04;25.2;38.4;17.1;21.3
2022 03 05;22.8;32.3;14;18.3
2022 03 06;25.1;34.1;15.9;18.2
2022 03 07;27.8;35.4;22.2;13.2
2022 03 08;26.2;31.3;20.2;11.1
2022 03 09;23.3;28.6;17.6;11
2022 03 10;24.3;30.4;17;13.4
2022 03 11;30.9;36.8;26.3;10.5
2022 03 12;36.5;45.7;28.8;16.9
2022 03 13;34.2;45;23.2;21.8
2022 03 14;37.3;45.6;25.7;19.9
2022 03 15;39.4;53.4;26.1;27.3
2022 03 16;34.4;46.8;23.3;23.5
2022 03 17;31.6;41.8;22.5;19.3
2022 03 18;27.8;38.8;17.8;21
2022 03 19;25.5;36;17.9;18.1
2022 03 20;21;31;13.1;17.9
2022 03 21;16.5;24.4;9.4;15
2022 03 22;14.5;21.6;6.6;15
2022 03 23;14.9;24.6;8.8;15.8
2022 03 24;17.7;25.1;10.8;14.3
2022 03 25;21.4;28.5;16.5;12
2022 03 26;25.2;32.8;18.6;14.2
2022 03 27;19;33.9;6.7;27.2
2022 03 28;14.5;22.8;8.8;14
2022 03 29;23.1;32.7;12.6;20.1
2022 03 30;30;41.1;20.3;20.8
2022 03 31;30.3;39.5;22.9;16.6
2022 04 01;26;37.1;18.4;18.7
2022 04 02;24.6;33.2;15;18.2
2022 04 03;27;35.8;17.9;17.9
2022 04 04;25;32.1;20;12.1
2022 04 05;25.9;35.8;17.3;18.5
2022 04 06;29.8;37.3;26.5;10.8
2022 04 07;26.6;37.8;16.3;21.5
2022 04 08;31.3;40.3;26.8;13.5
2022 04 09;29.4;40.6;21.5;19.1
2022 04 10;25.8;32.8;18.8;14
2022 04 11;33;40.7;28.2;12.5
2022 04 12;38.8;49;32.3;16.7
2022 04 13;37.5;47.8;29.4;18.4
2022 04 14;34.4;43.5;27.4;16.1
2022 04 15;29.6;39.2;22.1;17.1
2022 04 16;24.9;32.6;17.4;15.2
2022 04 17;21.5;30.6;11.6;19
2022 04 18;24.7;38.8;16.6;22.2
2022 04 19;35.4;49.5;26.5;23
2022 04 20;46.4;60.7;38.6;22.1
2022 04 21;45.3;56.1;36.3;19.8
2022 04 22;45.1;58.6;36.7;21.9
2022 04 23;47.1;60.5;34.5;26
2022 04 24;37.8;51;29.9;21.1
2022 04 25;34.1;44.9;27.7;17.2
2022 04 26;34.6;45.8;29.1;16.7
2022 04 27;32.6;43.5;25.9;17.6
2022 04 28;28.5;38.4;21.8;16.6
2022 04 29;26.3;33.7;18.9;14.8
2022 04 30;28;35.3;21.7;13.6
2022 05 01;29.4;37.9;22;15.9
2022 05 02;31.4;43.4;23.2;20.2
2022 05 03;34.8;45;27.9;17.1
2022 05 04;35;45;25.5;19.5
2022 05 05;33.7;44;26.3;17.7
2022 05 06;27.1;42.1;15.5;26.6
2022 05 07;27.3;37.5;22.5;15
2022 05 08;29;37.8;21.2;16.6
2022 05 09;27.4;36.6;20.9;15.7
2022 05 10;26.4;34.3;21.8;12.5
2022 05 11;27.1;33.8;22.8;11
2022 05 12;27.4;36;22;14
2022 05 13;26.5;33.7;18.8;14.9
2022 05 14;28.3;35.4;19.5;15.9
2022 05 15;32.2;42.9;22.8;20.1
2022 05 16;33.4;42.7;23.6;19.1
2022 05 17;33.2;46.6;23.3;23.3
2022 05 18;32.8;45.2;22.4;22.8
2022 05 19;32.5;44.6;23.8;20.8
2022 05 20;30.5;42.5;20.7;21.8
2022 05 21;29.8;44.2;21.8;22.4
2022 05 22;34.8;48.1;28;20.1
2022 05 23;38.6;50.3;32.9;17.4
2022 05 24;38.7;49;30.4;18.6
2022 05 25;38.1;50.9;32.2;18.7
2022 05 26;33.9;41.7;25.6;16.1
2022 05 27;33.1;39.2;26.2;13
2022 05 28;36.7;46.3;29.4;16.9
2022 05 29;42.4;53.8;32.3;21.5
2022 05 30;46.6;56.9;37.5;19.4
2022 05 31;45.4;55.5;36;19.5
2022 06 01;44.3;56;34;22
2022 06 02;44.8;59.8;34.7;25.1
2022 06 03;46.3;58.7;35.3;23.4
2022 06 04;47;59.7;37.5;22.2
2022 06 05;42.6;56;32.3;23.7
2022 06 06;38.4;48.8;30.9;17.9
2022 06 07;36.7;46.7;28.4;18.3
2022 06 08;36.9;43.7;32.9;10.8
2022 06 09;32.3;43.7;25.3;18.4
2022 06 10;28.1;35;19.9;15.1
2022 06 11;30.4;35.9;23.3;12.6
2022 06 12;30.9;40.1;20.8;19.3
2022 06 13;32.8;44.2;21.7;22.5
2022 06 14;37.3;54.1;27;27.1
2022 06 15;39.2;53.9;27;26.9
2022 06 16;38.2;52.2;27.1;25.1
2022 06 17;36;49.8;23.9;25.9
2022 06 18;37.8;54.7;28.6;26.1
2022 06 19;45.4;60.5;39.1;21.4
2022 06 20;47.5;60.1;37.9;22.2
2022 06 21;45.6;59.7;34.5;25.2
2022 06 22;45.2;61.6;37.3;24.3
2022 06 23;43.7;56.7;35.8;20.9
2022 06 24;40.7;48;34;14
2022 06 25;42.8;52.1;34.8;17.3
2022 06 26;47.8;58.1;38.3;19.8
2022 06 27;45.3;54.9;34.1;20.8
2022 06 28;42;55;30.2;24.8
2022 06 29;43.9;57.7;33.3;24.4
2022 06 30;44.1;56;34.8;21.2
2022 07 01;40.7;52.8;30.2;22.6
2022 07 02;40.4;53;31.4;21.6
2022 07 03;40.1;56.3;20.2;36.1
2022 07 04;39.2;51.3;30.1;21.2
2022 07 05;37.5;53.5;28.9;24.6
2022 07 06;35;49.6;18.6;31
2022 07 07;32;44.2;25.4;18.8
2022 07 08;27.7;35.2;19.7;15.5
2022 07 09;29.1;34.6;21.9;12.7
2022 07 10;32.9;40.2;25.1;15.1
2022 07 11;35.2;44.4;27;17.4
2022 07 12;35;45.4;25;20.4
2022 07 13;34.1;46.8;24.4;22.4
2022 07 14;32.9;46.2;23.7;22.5
2022 07 15;33.1;48.3;23.6;24.7
2022 07 16;34.2;48.5;25.2;23.3
2022 07 17;34.7;48.2;26.1;22.1
2022 07 18;36.5;48.9;29.7;19.2
2022 07 19;39.3;47.6;34.3;13.3
2022 07 20;38.2;49.3;33.7;15.6
2022 07 21;36.2;43.2;30.7;12.5
2022 07 22;36.7;40.5;33;7.5
2022 07 23;35.2;39.7;28.8;10.9
2022 07 24;35.8;44.1;29.2;14.9
2022 07 25;36.9;46;29;17
2022 07 26;38.4;52.1;29.5;22.6
2022 07 27;42.6;56;32.6;23.4
2022 07 28;46.4;58.6;37.6;21
2022 07 29;46;57.7;37.7;20
2022 07 30;43;55.7;33.7;22
2022 07 31;41.7;53.2;32;21.2
2022 08 01;41.8;52.7;34.2;18.5
2022 08 02;41.3;50.4;35.4;15
2022 08 03;42;49.7;37.4;12.3
2022 08 04;41.8;48.5;37.3;11.2
2022 08 05;40.5;47;34.2;12.8
2022 08 06;38.4;45.9;32.1;13.8
2022 08 07;37.8;44.4;30.8;13.6
2022 08 08;39;47.6;31;16.6
2022 08 09;39.6;49.8;31.2;18.6
2022 08 10;39.8;51.5;30.8;20.7
2022 08 11;39.9;53.1;29.7;23.4
2022 08 12;40;54.8;30.6;24.2
2022 08 13;40.4;61.9;29.4;32.5
2022 08 14;41.6;57.7;29.3;28.4
2022 08 15;45.8;59.5;36;23.5
2022 08 16;50.4;61.8;42.9;18.9
2022 08 17;49.5;57.3;43.1;14.2
